RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL DISTANCE,TOTAL DRIVES
133,134,Brian Harman,94,291.9,"47,866",164
135,136,J.J. Henry,81,291.8,"43,765",150
135,136,Richy Werenski,98,291.8,"51,355",176
137,138,Russell Knox,94,291.7,"50,170",172
137,138,Jonathan Byrd,70,291.7,"36,168",124
139,140,Henrik Stenson,60,291.5,"30,319",104
140,141,Tom Hoge,101,291.4,"54,199",186
141,142,Conrad Shindler,60,291.3,"32,621",112
142,143,Andrew Landry,82,291.1,"46,569",160
142,143,Fabián Gómez,88,291.1,"48,903",168
144,145,Peter Malnati,87,290.9,"48,282",166
144,145,Pat Perez,82,290.9,"36,659",126
146,147,Si Woo Kim,108,290.8,"53,512",184
146,147,Kevin Kisner,89,290.8,"45,369",156
148,149,Danny Lee,88,290.6,"45,333",156
148,149,Andrew Yun,51,290.6,"26,153",90
148,149,Ricky Barnes,65,290.6,"34,295",118
151,152,Tyrone Van Aswegen,101,290.3,"53,713",185
152,153,Ben Silverman,90,290.2,"48,754",168
153,154,Michael Kim,74,289.9,"38,265",132
154,156,Chris Kirk,108,289.8,"59,123",204
154,156,Zach Johnson,94,289.8,"50,427",174
154,156,Chris Stroud,81,289.8,"37,675",130
157,154,Kevin Na,91,289.6,"45,175",156
157,159,Ben Martin,64,289.6,"37,069",128
159,160,Adam Hadwin,92,289.4,"44,574",154
159,160,Jonathan Randolph,71,289.4,"37,625",130
161,162,William McGirt,84,289.3,"45,130",156
161,162,Cameron Tringale,67,289.3,"36,450",126
163,164,Ryan Moore,78,289.2,"45,109",156
164,165,Derek Fathauer,84,289.1,"46,256",160
165,166,Ryan Blaum,81,289.0,"45,079",156
166,167,Steve Wheatcroft,60,288.9,"33,515",116
167,168,Kelly Kraft,94,288.6,"48,478",168
168,169,Rod Pampling,62,288.4,"28,842",100
169,170,Matt Kuchar,88,288.0,"43,781",152
170,171,Daniel Summerhays,51,287.1,"25,836",90
170,171,John Huh,94,287.1,"51,686",180
172,173,Alex Cejka,77,286.7,"39,567",138
173,174,Chad Campbell,87,286.5,"40,684",142
173,174,Chez Reavie,93,286.5,"42,402",148
175,176,Roberto Díaz,72,286.3,"38,935",136
176,177,Johnson Wagner,75,286.1,"39,487",138
176,177,Vaughn Taylor,83,286.1,"45,208",158
178,179,"Ted Potter, Jr.",87,286.0,"49,759",174
179,180,Whee Kim,93,285.8,"46,299",162
180,181,David Lingmerth,82,285.4,"44,515",156
181,182,Kyle Thompson,50,285.3,"26,249",92
182,183,Rob Oppenheim,74,285.2,"38,787",136
183,184,David Hearn,66,285.1,"34,210",120
184,185,Billy Hurley III,70,284.0,"36,354",128
185,186,Ryan Armour,109,283.5,"60,663",214
186,187,Brian Gay,103,282.9,"57,155",202
187,188,Greg Chalmers,56,282.8,"29,413",104
188,189,Ben Crane,65,281.1,"30,921",110
189,190,D.A. Points,63,280.8,"32,015",114
190,191,Jim Furyk,50,280.5,"26,930",96
191,192,Wesley Bryan,69,280.4,"30,844",110
192,193,Zac Blair,64,279.5,"32,427",116
193,194,Brian Stuard,103,278.9,"54,106",194
