RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL DISTANCE,TOTAL DRIVES
106,108,"John Engler, Jr.",69,287.4,"38,513",134
107,109,Joe Ogilvie,95,287.3,"52,287",182
108,111,J.P. Hayes,55,287.2,"31,590",110
108,111,José María Olazábal,62,287.2,"33,316",116
110,113,Steve Lowery,99,287.1,"55,689",194
110,113,Kent Jones,103,287.1,"58,001",202
112,113,K.J. Choi,93,287.0,"52,813",184
113,116,Thomas Levet,53,286.9,"29,268",102
113,116,Brent Geiberger,99,286.9,"55,668",194
115,119,Brian Davis,92,286.6,"51,591",180
115,119,Tom Lehman,70,286.6,"34,386",120
115,119,Duffy Waldorf,96,286.6,"52,737",184
115,119,Vaughn Taylor,88,286.6,"50,449",176
115,118,Carl Pettersson,95,286.6,"53,305",186
120,123,Bob Estes,85,286.4,"48,689",170
120,123,Greg Chalmers,71,286.4,"38,376",134
122,125,Shigeki Maruyama,94,286.3,"52,679",184
122,125,Dudley Hart,83,286.3,"47,527",166
124,127,Steve Flesch,119,286.2,"65,835",230
125,128,Jeff Brehaut,100,286.1,"54,929",192
125,128,Frank Lickliter II,99,286.1,"55,501",194
127,131,Vance Veazey,59,285.8,"33,724",118
127,131,Steve Elkington,52,285.8,"29,156",102
127,131,Paul Azinger,87,285.8,"49,727",174
127,131,Bernhard Langer,77,285.8,"41,154",144
127,131,Ben Crane,85,285.8,"45,726",160
132,137,Billy Andrade,78,285.6,"42,274",148
133,136,David Toms,76,285.4,"39,390",138
134,139,Steve Stricker,64,285.3,"35,372",124
135,140,Briny Baird,81,285.1,"43,913",154
136,130,Arron Oberholser,82,285.0,"45,032",158
137,141,Ryuji Imada,105,284.9,"58,122",204
138,142,Mike Sposa,68,284.8,"37,025",130
139,144,Chris Riley,86,284.5,"46,660",164
139,144,Daisuke Maruyama,83,284.5,"44,946",158
139,144,Bob Tway,81,284.5,"44,389",156
142,148,David McKenzie,82,284.4,"45,510",160
143,149,Joey Sindelar,90,284.2,"51,158",180
144,144,Tom Pernice Jr.,108,283.9,"59,051",208
145,150,Luke Donald,66,283.7,"35,748",126
145,143,Zach Johnson,98,283.7,"49,929",176
147,151,Todd Hamilton,72,283.6,"40,834",144
148,152,Richard Johnson,94,283.4,"53,272",188
149,152,Dean Wilson,115,282.9,"62,810",222
150,154,Tjaart van der Walt,60,282.7,"32,226",114
150,154,Lee Janzen,79,282.7,"44,665",158
152,156,Tommy Armour III,65,282.4,"36,712",130
152,156,Mark Calcavecchia,94,282.4,"52,524",186
154,158,Billy Mayfair,94,282.3,"53,073",188
154,158,Justin Leonard,83,282.3,"44,601",158
156,160,Bart Bryant,87,282.2,"48,540",172
157,162,Mark Wilson,79,282.0,"42,863",152
157,162,Nathan Green,108,282.0,"58,372",207
159,164,Michael Connell,51,281.9,"27,059",96
159,160,Jim Furyk,89,281.9,"49,621",176
161,165,Ron Whittaker,81,281.8,"44,526",158
162,166,Robert Damron,91,281.7,"51,261",182
162,166,Hidemichi Tanaka,74,281.7,"41,129",146
164,168,Jeff Maggert,81,281.5,"45,606",162
165,169,Skip Kendall,72,281.2,"40,495",144
165,169,Heath Slocum,96,281.2,"52,301",186
165,169,Mike Weir,88,281.2,"47,809",170
168,172,Tim Petrovic,95,281.0,"51,138",182
168,172,Kirk Triplett,58,281.0,"31,473",112
170,174,Peter Lonard,77,280.6,"42,652",152
171,175,Omar Uresti,61,280.5,"33,094",118
172,176,Jeff Sluman,101,279.8,"56,515",202
173,177,J.L. Lewis,57,279.6,"31,880",114
174,178,Robert Gamez,94,279.5,"52,541",188
175,180,Chris DiMarco,83,279.3,"43,573",156
176,181,Shane Bertsch,104,279.1,"56,937",204
177,178,Ben Curtis,86,278.8,"47,947",172
178,182,Larry Mize,53,278.3,"28,386",102
179,183,Jerry Kelly,100,278.1,"55,620",200
180,184,Jerry Smith,94,277.9,"51,134",184
181,185,Steve Jones,83,277.1,"45,437",164
182,186,John Cook,67,277.0,"37,121",134
183,187,Tim Clark,80,276.7,"43,717",158
184,188,Olin Browne,108,276.6,"57,523",208
185,189,Stephen Leaney,84,276.4,"46,439",168
186,190,Scott Verplank,88,276.1,"47,497",172
187,191,Greg Kraft,79,275.8,"41,376",150
188,192,Doug Barron,74,275.5,"40,221",146
189,193,Brian Gay,107,274.8,"58,804",214
190,194,Todd Fischer,101,274.6,"54,374",198
191,195,Mark O'Meara,52,274.4,"27,443",100
192,196,Mark Brooks,90,274.3,"48,832",178
192,196,Paul Goydos,72,274.3,"39,505",144
194,198,Fred Funk,106,272.8,"57,280",210
195,199,Brad Faxon,78,270.3,"42,161",156
196,200,Corey Pavin,74,265.9,"37,227",140
