RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL DISTANCE,TOTAL DRIVES
103,103,José María Olazábal,55,288.2,"30,553",106
103,101,Billy Mayfair,114,288.2,"63,411",220
106,105,Rich Beem,66,288.0,"35,718",124
107,108,David Toms,87,287.8,"44,321",154
108,106,Kevin Sutherland,89,287.7,"50,059",174
108,106,Rocco Mediate,73,287.7,"41,711",145
110,108,Todd Hamilton,94,287.2,"52,277",182
110,108,Thomas Levet,54,287.2,"30,448",106
112,111,Tommy Armour III,103,287.1,"59,149",206
113,112,Joey Sindelar,104,286.9,"59,668",208
114,113,Bob Tway,87,286.6,"47,568",166
114,113,Jeff Brehaut,71,286.6,"38,401",134
114,113,Alex Cejka,84,286.6,"46,435",162
117,116,Richard Johnson,50,286.3,"28,629",100
118,117,Glen Day,80,286.1,"44,630",156
118,117,Tim Petrovic,97,286.1,"53,216",186
120,119,Cameron Beckman,96,286.0,"52,624",184
121,120,Tom Lehman,69,285.9,"38,305",134
122,121,Stephen Ames,82,285.8,"45,152",158
122,121,Mario Tiziani,67,285.8,"37,153",130
122,121,Craig Perks,67,285.8,"37,148",130
125,124,Lee Janzen,75,285.7,"41,705",146
126,125,Stewart Cink,98,285.5,"51,394",180
127,126,Dudley Hart,84,285.4,"47,951",168
128,127,Justin Leonard,78,285.2,"42,777",150
129,128,Charlie Wi,67,285.1,"37,065",130
129,128,Steve Stricker,62,285.1,"35,358",124
131,130,Joe Ogilvie,103,284.9,"56,420",198
132,131,Ian Poulter,62,284.8,"31,893",112
133,133,Tom Gillis,77,284.6,"42,689",150
133,133,Paul Azinger,66,284.6,"37,565",132
135,135,Jeff Maggert,79,284.5,"42,110",148
135,135,Hideto Tanihara,50,284.5,"27,310",96
135,132,Luke Donald,67,284.5,"34,134",120
138,137,Steve Flesch,90,284.2,"48,307",170
139,138,Bill Glasson,54,284.0,"29,537",104
140,139,Tjaart van der Walt,56,283.8,"31,790",112
140,140,Tim Clark,92,283.8,"49,375",174
142,141,Darron Stiles,78,283.6,"43,105",152
142,141,Phillip Price,77,283.6,"41,402",146
142,141,Bob Estes,92,283.6,"52,182",184
145,144,Steve Elkington,67,283.5,"37,995",134
145,144,Arron Oberholser,65,283.5,"35,715",126
147,148,Bart Bryant,91,283.2,"51,549",182
148,146,Glen Hnatiuk,59,283.1,"31,138",110
149,147,Duffy Waldorf,86,283.0,"46,405",164
150,149,Hidemichi Tanaka,106,282.2,"57,560",204
151,150,Billy Andrade,83,282.0,"46,807",166
152,151,Dean Wilson,86,281.9,"48,487",172
153,152,Paul Claxton,79,281.7,"44,513",158
153,152,J.P. Hayes,63,281.7,"35,489",126
155,154,Jay Williamson,53,281.5,"29,836",106
155,154,Jerry Kelly,101,281.5,"55,744",198
155,154,Brian Davis,75,281.5,"42,221",150
158,157,Mike Weir,71,281.3,"37,138",132
159,158,Heath Slocum,103,281.2,"55,669",198
159,158,Franklin Langham,91,281.2,"48,923",174
159,164,Scott Verplank,87,281.2,"48,363",172
162,160,Brent Geiberger,61,281.1,"33,172",118
162,160,Robert Gamez,91,281.1,"51,160",182
164,162,Chris DiMarco,83,281.0,"42,155",150
165,162,Matt Davidson,53,280.9,"29,779",106
166,165,Rob Rashell,65,280.7,"36,492",130
167,166,Kevin Na,88,280.5,"48,245",172
167,166,Steve Jones,56,280.5,"30,299",108
169,168,Matt Gogel,78,280.3,"42,611",152
170,170,Ben Curtis,65,280.0,"36,405",130
170,169,Jim Furyk,94,280.0,"52,089",186
170,170,Matt Kuchar,60,280.0,"33,602",120
173,172,Olin Browne,99,278.9,"52,997",190
174,173,Mark Wilson,74,278.6,"39,005",140
175,174,Doug Barron,70,278.4,"38,973",140
176,175,Jeff Sluman,94,278.3,"52,327",188
177,176,Chris Anderson,66,278.1,"34,482",124
178,177,Len Mattiace,86,278.0,"46,703",168
178,177,Paul Gow,78,278.0,"41,143",148
178,177,Chris Riley,67,278.0,"35,580",128
181,180,Robert Damron,89,277.5,"49,397",178
182,181,Stephen Leaney,89,277.4,"47,716",172
183,182,Mark O'Meara,66,277.1,"36,581",132
184,183,José Coceres,56,276.4,"29,856",108
185,184,Jim Carter,62,276.1,"33,129",120
185,184,Danny Briggs,70,276.1,"37,550",136
187,186,Jay Haas,54,276.0,"28,150",102
187,186,Kirk Triplett,55,276.0,"28,701",104
187,186,Todd Fischer,99,276.0,"53,547",194
187,186,Skip Kendall,80,276.0,"43,053",156
191,190,Omar Uresti,84,275.8,"46,339",168
192,191,Larry Mize,54,275.7,"27,565",100
193,192,Brian Gay,101,275.4,"54,525",198
194,193,Brad Faxon,75,274.7,"39,001",142
195,194,Tom Byrum,83,274.3,"45,540",166
196,195,John Cook,72,272.6,"38,158",140
197,197,Fred Funk,102,270.0,"54,530",202
197,196,Loren Roberts,54,270.0,"28,625",106
199,198,Mark Brooks,72,269.1,"38,756",144
200,199,Gavin Coles,70,267.7,"37,471",140
201,200,Jeff Hart,63,265.7,"32,411",122
202,201,Corey Pavin,77,258.7,"37,776",146
